"","V1","mxm_id","artist_uri","artist_name","lyrics_name","lyrics_topic","release_date","artist_playlist_frequency","artist_topic","release_year","release_year_bin","artist_playlist_frequency_bin","error","Is a match ?","Sandy","Jay","Andrew","Keep"
"1734",1733,3992185,"6C3OLzdOvBI9yCOCf7iC4E","Carmen Consoli","Lord of the Oceans",6,2002-01-01,6,23,2002,11,3,0.08862813437,"","","","",""
"1735",1734,113279658,"5p1jNUJUDeITRKIhcG5cyt","The Screaming MeeMees","See Me Go - Remastered and Extended",6,1982-01-01,1,17,1982,9,0,0.08864629985,"","","","",""
"1736",1735,99534306,"37m4v3QWJyfUjPBNo1ZusD","Ryeland","Come Now - Original Mix",0,2012-07-18,8,20,2012,12,4,0.08866426129,"","","","",""
"1737",1736,67160247,"5Bzk5DHnQ5BtI0LnSaiHhB","Official Secrets Act","The Girl From the BBC",1,2009-03-30,2,22,2009,11,1,0.08868219521,"","","","",""
"1738",1737,164545481,"5XQRfs0gXs30aWUn1Umves","Choker","Dualshock",7,2019-02-01,78,0,2019,12,6,0.08869991636,"","","","",""
"1739",1738,93167348,"6NTzEgUmN1PIBIYEHhf1kS","Океан Ельзи","Long Time Ago",6,1998-09-14,40,7,1998,10,5,0.08871759899,"","","","",""
"1740",1739,101048118,"673J686eeEXMYJorgQ70lX","The Fleetwoods","Come Go With Me",3,2014-10-17,290,3,2014,12,6,0.08873571263,"","","","",""
"1741",1740,198364032,"6j57OAd060Casvsu7TYDIl","Daniel Baron","Twisted",6,2020-09-04,3,6,2020,13,2,0.08875381603,"","","","",""
"1742",1741,1941454,"3vLVALKCccdGayWkZnsh5L","Lil Irocc Williams","Next Generation Hip Hop",5,2003-01-01,4,13,2003,11,3,0.08877178122,"","","","",""
"1743",1742,96006010,"1neKWNZP74NEuvHZmvMS58","Johnny Burnette & The Rock 'N' Roll Trio","Eager Beaver Baby",6,1954-11-15,66,15,1954,6,6,0.0887896291,"","","","",""
"1744",1743,13100361,"0tPkIoqIyEKDqvxO4YzadS","Red Simpson","Big Mack",1,1966-01-01,20,16,1966,7,5,0.08880737929,"","","","",""
"1745",1744,3529764,"02J5vpDqDrV65DkquuPJSX","Boys Of The Lough","General Guiness (song)",6,1974-01-01,8,11,1974,8,4,0.08882492194,"","","","",""
"1746",1745,129998760,"2nUCz1Gxey15KnoFpeoOoy","Teacha Dee","Jah Jah Is Calling",7,2017-03-17,1,19,2017,12,0,0.08884248538,"","","","",""
"1747",1746,17074440,"1oB9EQ3PkTXh4cp4DivxUE","The Defects","Defective Breakdown",6,1983-10-03,2,8,1983,9,1,0.08886024032,"","","","",""
"1748",1747,697958,"0lJlKQvuM2Sd9DPPyUXcHg","Sixpence None The Richer","Puedo Escribir",0,1997-11-22,6756,24,1997,10,6,0.08887825115,"","","","",""
"1749",1748,64817892,"1AY8YiEFUSQ2lBH5kWOxcI","Victor Noriega","Medley: Que Te la Pongo / La Ventanita / Banana / La Bolita (Garibaldi Mix)",5,2001-01-01,1,22,2001,11,0,0.08889626694,"","","","",""
"1750",1749,74738623,"2NH5w1zVKU0MTnxy7BpHnc","Cretin","Ghost of Teeth and Hair",1,2014-12-09,3,4,2014,12,2,0.08891405903,"","","","",""
"1751",1750,9858454,"5Npr4HpRE8YlsisRjN9T8h","Philip Sayce","Daydream Tonight",6,2010-04-02,21,18,2010,12,5,0.08893188047,"","","","",""
"1752",1751,145827519,"2UmhByzSum8X2lQZ7pWvWp","RIRI","Crush on You",3,2018-02-14,12,21,2018,12,4,0.08894982983,"","","","",""
"1753",1752,46054795,"5Sjj30aHCmKcM9SdVX7PBK","Gringo","Valentine",6,2021-04-09,4,0,2021,13,3,0.08896775798,"","","","",""
"1754",1753,97622715,"34W7ZCX0LZeJd8q6boKGOk","Ben Webster","That's All - Single Version",6,1954-01-01,352,10,1954,6,6,0.08898557143,"","","","",""
"1755",1754,46187780,"57LOaeqOsHf8wzEAFzZi1p","Lazy Lane","Goth Girl",1,2004-01-01,2,2,2004,11,1,0.08900348575,"","","","",""
"1756",1755,64957423,"6yJkbSRofSN6kk4BWaqlax","Eddie Bo","Hook and Sling",7,1997-01-01,25,12,1997,10,5,0.08902158316,"","","","",""
"1757",1756,1875100,"2aRKRdpa204oFLf8C7O9mK","The Sallyangie","Twilight Song",6,1969-01-01,1,6,1969,7,0,0.08903960728,"","","","",""
"1758",1757,50573930,"1Wi3vrwRk2FyBDk90QI01C","Animation Soundtrack Ensemble","Pocahontas: Steady As The Beating Drum",0,2008-07-15,95,14,2008,11,6,0.08905760905,"","","","",""
"1759",1758,94768198,"6zpub6jbY6CdrcqQsDq8P4","Ted Gärdestad","Can't Stop The Train",6,1974-01-01,11,9,1974,8,4,0.08907530169,"","","","",""
"1760",1759,56326725,"0nxMaqbFU9W3dPV9TchWlc","Orange Sector","I hate you",5,2010-07-13,4,20,2010,12,3,0.08909281423,"","","","",""
"1761",1760,2835281,"3JMajb2cdXN3DLobIT9jjE","Fetchin' Bones","Kingdom",6,1987-01-01,3,22,1987,9,2,0.08911039674,"","","","",""
"1762",1761,150572699,"1kfWoWgCugPkyxQP8lkRlY","Jackson Wang","X",3,2018-05-25,46,17,2018,12,5,0.08912796547,"","","","",""
"1763",1762,193351308,"1Rkm8EM4Z0fYhkJ1k6D52U","Lisa Addeo","Let's Get Away from It All",1,2020-02-14,2,1,2020,13,1,0.08914532646,"","","","",""
"1764",1763,13891022,"55hdQ6FmsXoiey9VmXLEzq","Syd Kitchen","Chicken Run",6,2001-06-01,1,7,2001,11,0,0.08916325918,"","","","",""
"1765",1764,30984038,"2szQRWh2F0RUs9bkbepwok","Hothouse Flowers","Water",0,1990-01-01,65,11,1990,10,6,0.08918117574,"","","","",""
"1766",1765,101839712,"7qJXYbBDibZ1Zixi89aUnw","Sílvia Pérez Cruz","Ai, Ai, Ai",7,2016-11-18,12,23,2016,12,4,0.08919893997,"","","","",""
"1767",1766,49738403,"5rnoA4GlPQE4s15Si3oi6m","Miss Angie","Trampoline",6,2003-01-01,5,13,2003,11,3,0.08921692604,"","","","",""
"1768",1767,75644488,"7k75l5DzW6Vcn2iLNnpYFD","Execs","You Can't Sit with Us",5,2014-05-15,3,3,2014,12,2,0.08923472223,"","","","",""
"1769",1768,63913449,"12P4Y2MpLZqfilLWU2LkoM","Shel Silverstein","Liz",6,1962-01-01,31,5,1962,7,5,0.08925235028,"","","","",""
"1770",1769,17345814,"3RGLhK1IP9jnYFH4BRFJBS","The Clash","Tommy Gun (recorded 1978)",1,1977-08-27,13726,8,1977,8,6,0.08926987632,"","","","",""
"1771",1770,4724925,"6XV6ZZQ4UhNXTi6fxOM8tK","Jane Duboc","Bonita",6,1980-07-07,2,16,1980,9,1,0.08928742969,"","","","",""
"1772",1771,38219139,"7nyLigsJ4LWLqVvMrSlQf7","Asher Monroe","Hush Hush (Dave Audé Big Room Radio Remix)",3,2013-09-09,118,24,2013,12,6,0.08930492933,"","","","",""
"1773",1772,195969273,"5rzem00nbB26GtLAsD5iuk","Amea","About You (Yup!) [feat. Pierre D]",6,2020-04-17,1,4,2020,13,0,0.08932261624,"","","","",""
"1774",1773,96005998,"1neKWNZP74NEuvHZmvMS58","Johnny Burnette & The Rock 'N' Roll Trio","All By Myself",6,1954-11-15,66,15,1954,6,6,0.08934029165,"","","","",""
"1775",1774,77681182,"0PfphN9qB6zSGGP38VjDm7","Deborahe Glasgow","Lonely Hearts",7,1994-01-01,9,19,1994,10,4,0.08935766869,"","","","",""
"1776",1775,114170078,"6LRZTXWP7Ytxujepqoq21m","Dagrin","Come Back Home",0,2009-01-26,3,22,2009,11,2,0.08937508423,"","","","",""
"1777",1776,44976799,"3ME5MgDqwM6G3UDLmwjftA","Frog","Pump Up the Jam",5,2013-01-01,5,0,2013,12,3,0.08939237564,"","","","",""
"1778",1777,30201181,"4XN18j3qfTGghKvcCew5QV","Bobby Troup","My Ship",1,1957-01-01,33,10,1957,6,5,0.08940993084,"","","","",""
"1779",1778,128725954,"5qW3xweU4HAzL6KtKHIjt4","Say Sue Me","Sorry That I'm Drunk",6,2017-04-28,2,18,2017,12,1,0.08942754385,"","","","",""
"1780",1779,125094615,"6KQWWzFLPQbqomJrieHAW5","Tokyo Incidents","喧嘩上等",3,2005-01-01,1,21,2005,11,0,0.08944515971,"","","","",""
"1781",1780,105213391,"0qgbJLYz20q47xKIkkXBG9","Shawn Phillips","All the Kings and Castles",6,1973-01-01,9,6,1973,8,4,0.0894629456,"","","","",""
"1782",1781,193962900,"4fIu0KNqQoCCvO2TpAx4jF","Sweet Tee","Let's Dance",1,1988-01-01,15,14,1988,9,5,0.08948067123,"","","","",""
"1783",1782,100791546,"09x9KmiHgFJgWySzkMRNGx","Jean-Jacques Perrey","The Little Girl From Mars",6,1968-01-01,62,20,1968,7,6,0.08949838318,"","","","",""
"1784",1783,18793639,"7JtFLTNxufY1pEKNVH0YXi","Martha High","Trouble Man",7,2012-10-29,5,12,2012,12,3,0.08951601005,"","","","",""
"1785",1784,18150545,"27ik7C9bwZRHAEbCENlqjJ","The Cynics","Yeah!",6,1994-01-01,3,2,1994,10,2,0.08953372965,"","","","",""
"1786",1785,197661173,"4YRE1c6l4kkNRfT1sXCjEU","Mun G","Bintwala",5,2020-05-18,1,22,2020,13,0,0.08955113832,"","","","",""
"1787",1786,113812527,"4RfOLIFy2xEmlWzXEVmLJn","Sjava","Winter Nights",0,2017-07-20,2,7,2017,12,1,0.08956876438,"","","","",""
"1788",1787,30732444,"5JpmFYHmzG3e2GUKL8gEx4","Necessary Response","Devotion",6,2007-01-01,15,17,2007,11,5,0.08958639644,"","","","",""
"1789",1788,38219145,"7nyLigsJ4LWLqVvMrSlQf7","Asher Monroe","Hush Hush (Mighty Mi & Slugworth Radio Remix)",3,2013-09-09,118,24,2013,12,6,0.08960417251,"","","","",""
"1790",1789,60470244,"0lKpKsvjBKLUeyVIAPHUy1","Tankard","Jimmy B. Bad",1,2005-01-01,11,11,2005,11,4,0.08962172499,"","","","",""
"1791",1790,12300339,"5dMXPZsWFs411zjl9TueAr","Nobodys","Sara Doesn't Like Me",6,1997-07-17,4,8,1997,10,3,0.08963933992,"","","","",""
"1792",1791,97961942,"5sVuKUXC30NeoFEjQsNaGJ","Leonid Kogan","Piano Trio in E Minor, Op. 31, Part 3",6,2017-06-16,1,1,2017,12,0,0.08965711148,"","","","",""
"1793",1792,2702048,"6bzyBDhZmJIl6PvJ5qJ9Hh","Acappella","Travelin' Shoes",7,1985-01-01,69,13,1985,9,6,0.08967467325,"","","","",""
"1794",1793,51459977,"1z4vF7Bvj6av2xtaYxUc8E","Amit Paul","My Elysium",6,2008-04-01,3,9,2008,11,2,0.08969233988,"","","","",""
"1795",1794,205247016,"00MSPhcN0hvay8L6ssrWgF","CGB","JUUG (feat. Cubez)",5,2020-11-29,16,4,2020,13,5,0.08970975177,"","","","",""
"1796",1795,68503951,"1mCzf8R2hU1zgE2ANxEL9C","Your Favorite Enemies","Muets Aux Temps Des Amours",0,2016-06-17,2,0,2016,12,1,0.0897270008,"","","","",""
"1797",1796,136278561,"3rfv4oEdgdbDrS7iVr2lPO","Freddie James","Hollywood",1,1979-01-01,9,16,1979,8,4,0.08974419312,"","","","",""
"1798",1797,149782741,"0DAqhikcMKLo2lPADVz2fs","Jay & The Americans","(He's) Raining In My Sunshine (Edit)",6,1967-04-15,1659,3,1967,7,6,0.08976128869,"","","","",""
"1799",1798,1170486,"5828rXFAsQDBaAEq8Nv1Kw","Pierce Pettis","Neutral Ground",6,1998-06-16,4,5,1998,10,3,0.08977908278,"","","","",""
"1800",1799,173545327,"3NPpFNZtSTHheNBaWC82rB","X Ambassadors","BOOM",3,2019-06-14,37412,22,2019,12,6,0.08979666894,"","","","",""
"1801",1800,2736335,"3cmq7YmDFFy99rpgJipF2E","Edith Frost","Merry Go Round",7,2001-07-17,1,6,2001,11,0,0.0898140761,"","","","",""
"1802",1801,181552440,"1nUb2VIRkIq9Qwmg1XdI1T","Jutta Hipp","My Heart Stood Still (Live At The Hickory House,1956)",6,1956-04-05,21,10,1956,6,5,0.08983119205,"","","","",""
"1803",1802,53880146,"1RnHYg1iRczUKC7Sqt9c31","Renzo Arbore","My Clarinetto (Il Clarinetto)",1,2013-10-22,2,23,2013,12,1,0.0898484581,"","","","",""
"1804",1803,203163481,"06zDPcTSPMsBIJX2X7TI3s","Drippin So Pretty","Poppin'!",5,2020-09-23,3,14,2020,13,2,0.08986567966,"","","","",""
"1805",1804,5472881,"7aILiJyQjfGVwFrNATuCU6","Jucifer","My Benefactor",0,2006-09-05,9,19,2006,11,4,0.08988298862,"","","","",""
"1806",1805,2546474,"3NhBwiq1BSgJg7HMJPlwVT","The Cassandra Complex","Second Shot",6,1987-12-28,1,20,1987,9,0,0.08990049448,"","","","",""
"1807",1806,151593794,"0q9kpdDkEA3H17gcRMjgVS","Elmore James","The 12 Year Old Boy",6,1975-01-07,271,18,1975,8,6,0.08991806017,"","","","",""
"1808",1807,1164472,"0hE20Z0HAEHnVHM0v84MVR","Meganoidi","Do You Believe",1,2010-02-06,5,8,2010,12,3,0.08993590567,"","","","",""
"1809",1808,155597308,"7kQFwkR1mTWfGdtZfcvrZP","Claudine Longet","Walk In The Park",6,1968-04-08,28,24,1968,7,5,0.08995359536,"","","","",""
"1810",1809,52935378,"7LuYiSXiWs86rwWJjEEgB9","Mudhoney","Baby Oh Baby",3,1992-01-01,219,0,1992,10,6,0.08997121224,"","","","",""
"1811",1810,82466264,"4qSKO2W4qPKfcWZzUdpSsM","Dallas Frasca","Lizard Boy",7,2015-04-17,3,22,2015,12,2,0.08998875182,"","","","",""
"1812",1811,18090526,"5dg60tC4xNykdRQtunIKYu","Pythia","What You Wish For",6,2009-10-12,2,11,2009,11,1,0.09000618237,"","","","",""
"1813",1812,193184339,"73tdBkWdcPO39oESx2Fpoj","Bertell","Whole Lotta Love",5,2020-02-14,13,12,2020,13,4,0.0900236109,"","","","",""
"1814",1813,51104919,"5pbkjz0DBO4qbMrsM92GXr","Tomas Walker","Warm Sand",6,2013-01-01,1,21,2013,12,0,0.0900411279,"","","","",""
"1815",1814,57275333,"6nAVJkZZ55jorZmO5bpezv","Falguni Pathak","Jhoom Jhoom",0,2004-01-01,21,2,2004,11,5,0.09005872531,"","","","",""
"1816",1815,4649596,"0ACGE2I4bMpxhekCOqgK3Z","Blue Angel","Late",1,1980-01-01,4,17,1980,9,3,0.09007619748,"","","","",""
"1817",1816,99326994,"266SmBZTt4zRzaKEANWbfQ","Adina Howard","Baby Come Over",3,1995-01-01,1397,15,1995,10,6,0.09009364579,"","","","",""
"1818",1817,9778348,"5h9kVRnbuvrdgWJMOPkGna","Quadrophonia","Quadrophonia (single edit)",6,2014-06-09,2,7,2014,12,1,0.09011100663,"","","","",""
"1819",1818,129336214,"2Hv4OejDkQZi21donA6QVq","Dropping A Popped Locket","Mean That",7,2017-04-11,3,4,2017,12,2,0.09012855428,"","","","",""
"1820",1819,30716107,"72Nhcx7prNk2ZCxhx0Y5es","Amy Grant","There Will Never Be Another",6,1979-01-01,2850,13,1979,8,6,0.09014586862,"","","","",""
"1821",1820,82379119,"2aRKRdpa204oFLf8C7O9mK","The Sallyangie","Lady Mary",6,1969-01-01,1,6,1969,7,0,0.09016322472,"","","","",""
"1822",1821,3671188,"6vaOhAqj04aqHv9yhIvBVU","Moosebutter","Spam",5,2002-11-05,13,3,2002,11,4,0.09018033998,"","","","",""
"1823",1822,98017614,"5bWApG9Vdshhd1J50UnNf6","Blossom Dearie","Dance Only With Me",1,1959-01-01,402,10,1959,6,6,0.09019736954,"","","","",""
"1824",1823,92123279,"4ePkEXGAFYetvqmFU2YZeb","Newton","Every Face Tells a Story",6,2021-07-16,25,16,2021,13,5,0.09021445296,"","","","",""
"1825",1824,129454988,"4boqjdYBarK1Dyofp0gZ0w","We Invented Paris","Touriste",0,2017-08-25,4,22,2017,12,3,0.09023159746,"","","","",""
"1826",1825,51753769,"2PYnmNW2N2AboVxFIce0B2","Mindstorm","Back to Reality",6,1991-01-01,2,1,1991,10,1,0.09024887593,"","","","",""
"1827",1826,2233767,"6ioaRkg9SnP8mC2NP7Z2rB","Eric Sardinas","Liar's Dice Blues",7,2003-08-26,16,9,2003,11,5,0.09026625216,"","","","",""
"1828",1827,177620630,"13bDjug9N0pyv3ZUINjkDV","Bausa","Vossi Bop (Remix)",5,2019-07-19,10,14,2019,12,4,0.09028349964,"","","","",""
"1829",1828,116627087,"5bIZrkukT53Jqrc4Vl4dvI","METAFIVE","Musical Chairs",3,2016-11-09,1,20,2016,12,0,0.09030088364,"","","","",""
"1830",1829,48870561,"7eIqewR3PiwQDItf5G2SyV","Donatella Rettore","Gotta Go",1,1981-01-01,3,23,1981,9,2,0.09031809387,"","","","",""
"1831",1830,115170466,"1oX1l8zC13ovzEoGm2CAsd","The Michael Zager Band","You Don't Know a Good Thing",6,1978-01-01,77,5,1978,8,6,0.09033533027,"","","","",""
"1832",1831,4279145,"6nCT8Q18njk1VYe5m7BVgU","Lt. Stitchie","Fast & Pray",6,2007-08-14,5,19,2007,11,3,0.09035254304,"","","","",""
"1833",1832,100912244,"2BLpGstUHxDc6vHfBEiaXm","The Move","Kilroy Was Here - 2007 Remaster - Mono",6,1968-03-01,48,0,1968,7,5,0.09037002254,"","","","",""
"1834",1833,206234521,"16f8bHHqNwQWgqWMYyS9ij","Ye Banished Privateers","Deck and Hull",0,2020-12-01,11,8,2020,13,4,0.09038734641,"","","","",""
"1835",1834,88459114,"5efEfS7QIukR3aCkepKqBQ","Sabrina Washington","OMG - Main Mix",1,2010-04-04,1,24,2010,12,0,0.09040468124,"","","","",""
"1836",1835,4811135,"0eKHvmTEyU7zftpjJdJOpE","Ron Hynes","Man of a Thousand Songs",6,1993-01-01,2,18,1993,10,1,0.09042185177,"","","","",""
"1837",1836,1265772,"59CIPNdUfewexxn1CJEdp5","Fozzy","L.O.V.E. Machine",7,2009-05-12,252,11,2009,11,6,0.09043918146,"","","","",""
"1838",1837,13830507,"5NOsBPFFyJU4eoyGG4vDvi","Jim Bianco","But I Still Want You",6,2011-04-05,3,22,2011,12,2,0.0904564999,"","","","",""
"1839",1838,97622711,"34W7ZCX0LZeJd8q6boKGOk","Ben Webster","Cotton Tail",6,1954-01-01,352,10,1954,6,6,0.09047407321,"","","","",""
"1840",1839,184602378,"00MSPhcN0hvay8L6ssrWgF","CGB","Cold (feat. Pnny' & Johnny Juliano)",5,2019-05-31,16,4,2019,12,5,0.09049134079,"","","","",""
"1841",1840,2718134,"0xHoBLKrp48wAlwpy54lRv","Ivan Neville","Sun",6,1988-02-01,4,12,1988,9,3,0.09050869169,"","","","",""
"1842",1841,158728687,"6AIX7SZPkjZ2u7gZaw1uQo","PassCode","Cry Out",3,2018-10-05,1,21,2018,12,0,0.09052585651,"","","","",""
"1843",1842,110073365,"5msYo6aUsFrIHwsphedj0K","Gary Shearston","Bonnie Jess",1,2007-01-01,7,6,2007,11,4,0.09054285342,"","","","",""
"1844",1843,8496917,"4eb7QPyORtTxhMiLBo3YWK","The Outhere Brothers","La La La Hey Hey (Pegasus mix 1)",0,1996-01-01,256,7,1996,10,6,0.09056012384,"","","","",""
"1845",1844,198070091,"2v8mmZp35c5E1pTDecZUkv","Father Funk","Lockdown Lover",6,2020-05-15,2,17,2020,13,1,0.09057715547,"","","","",""
"1846",1845,137334459,"3L5oCwlVHuB94ltjdUbQMi","The Singing Walrus","Vegetable Song",5,2017-09-18,3,13,2017,12,2,0.09059444647,"","","","",""
"1847",1846,165033275,"2pvPkEAN9xSrDrIVUOxWMB","Dottie West","Hey, Mr. Dream Maker",7,1979-11-01,34,16,1979,8,5,0.09061150606,"","","","",""
"1848",1847,68162598,"6G18NLfr5luyGYgMKIupm3","The Rockin' Berries","Let's Try Again",6,1964-01-01,5,2,1964,7,3,0.09062847986,"","","","",""
"1849",1848,48372129,"51EFYOtaNDDQdpLkkPImtf","Richard X. Heyman","I'm That Kind of Man",1,2007-04-17,1,15,2007,11,0,0.09064547712,"","","","",""
"1850",1849,85867930,"5yG7ZAZafVaAlMTeBybKAL","Iggy Azalea","F**k Love",3,2014-01-01,24074,14,2014,12,6,0.09066245231,"","","","",""
"1851",1850,1177764,"39DCa96o1cTaN0uxasrhk1","Sam Kinison","Wild Thing",6,1988-06-15,13,3,1988,9,4,0.0906795656,"","","","",""
"1852",1851,2119725,"5rytKg8dlNhhb2nZ47y9IW","Daan","Jerk",6,1999-06-21,2,22,1999,10,1,0.09069684704,"","","","",""
"1853",1852,86165461,"2SWPwzY5BM9wE8c3anLu72","14:00","Last Dance",0,2002-01-01,19,0,2002,11,5,0.09071396907,"","","","",""
"1854",1853,108213645,"6BFFrrIqdMOl43DIMc82jv","Ronnie Aldrich","Where Or When",6,2020-01-06,3,1,2020,13,2,0.09073132056,"","","","",""
"1855",1854,75010649,"5fMUXHkw8R8eOP2RNVYEZX","Diplo","Epistemology Suite 3: You’re Enron",5,2014-12-01,17383,20,2014,12,6,0.09074859949,"","","","",""
"1856",1855,60572910,"485LPkGno6qhiW3j0YUw3z","Gerard Kenny","New York, New York",1,1979-07-26,5,24,1979,8,3,0.0907657717,"","","","",""
"1857",1856,6829339,"2REBTTpaYkYQGA0ZTw3NJk","Burning Heads","Opposite",7,2007-09-03,1,8,2007,11,0,0.09078273871,"","","","",""
"1858",1857,18718038,"6R21HSNyo7HVac8pyqY3T2","Tommy Körberg","Bartender's Blues",6,2010-01-01,12,9,2010,12,4,0.09079987484,"","","","",""
"1859",1858,97622708,"34W7ZCX0LZeJd8q6boKGOk","Ben Webster","That's All",6,1954-01-01,352,10,1954,6,6,0.09081713667,"","","","",""
"1860",1859,94714980,"3VNBXif3AigGxlbXUTrS72","Carl Dawkins","Satisfaction",6,1966-01-01,21,19,1966,7,5,0.09083438994,"","","","",""
"1861",1860,44755297,"363yc6merNkW2PtfVPOOdy","Rigor Mortis","Psycho Therapy",1,1991-05-08,2,11,1991,10,1,0.09085158891,"","","","",""
"1862",1861,102533053,"6TnZQyc6gSnomokLLI8mya","The Bilinda Butchers","Ume",3,2015-02-19,228,18,2015,12,6,0.09086858128,"","","","",""
"1863",1862,41069639,"24cXQZwDbvo55cVDtWryEp","Lole Usoalii","Rise - Tu I Luga",0,2008-01-07,4,5,2008,11,3,0.09088564439,"","","","",""
"1864",1863,3633676,"6DwtKOBE3ubTsXyRX7wiUz","Tom Robinson","Nothing Like The Real Thing",6,1986-10-27,1,6,1986,9,0,0.09090251841,"","","","",""
"1865",1864,129336210,"2Hv4OejDkQZi21donA6QVq","Dropping A Popped Locket","Stress",7,2017-04-11,3,4,2017,12,2,0.09091936984,"","","","",""
"1866",1865,201852649,"56BobMOIzLP5LbryhDOMsG","Pete Kilpatrick","Evangeline",6,2020-09-11,14,22,2020,13,4,0.09093629578,"","","","",""
"1867",1866,98392721,"6PnUytjwfexMb295xYEDbi","The Cross Movement","Know Me (Huh, What?)",5,2000-10-11,54,13,2000,11,5,0.09095340996,"","","","",""
"1868",1867,160493882,"1XVWPwiCysDYBWGhnjQPUP","Splash'N Boots","Big Yellow Boot",1,2018-11-28,2,23,2018,12,1,0.09097051026,"","","","",""
"1869",1868,93215256,"3mQBpAOMWYqAZyxtyeo4Lo","KC & The Sunshine Band","Get Down Tonight - Original Long Version",3,1975-07-06,6561,12,1975,8,6,0.09098740934,"","","","",""
"1870",1869,141354909,"2GD5c1wzOvkA8Pr4nbA5sG","The Unknown Cases","If You Want Me To Stay",6,1995-10-02,1,17,1995,10,0,0.09100444383,"","","","",""
"1871",1870,120198893,"5HydVvU98cVWguCYzh7WbA","Andrew Lang","Just Hold On",6,2015-11-18,3,7,2015,12,2,0.09102169789,"","","","",""
"1872",1871,15591086,"6iv51CEiJMnYqu4bymyTC0","Vents","Hard to Kill",5,2007-01-01,5,14,2007,11,3,0.09103884308,"","","","",""
"1873",1872,100912256,"2BLpGstUHxDc6vHfBEiaXm","The Move","Cherry Blossom Clinic - 2007 Remaster - Mono",6,1968-03-01,48,0,1968,7,5,0.09105580964,"","","","",""
"1874",1873,137937425,"06F1MiFx0dHLHEPQBIrcr9","KOTOKO","→unfinished→ - DJ HENTAI MIX",0,2016-07-20,13,21,2016,12,4,0.0910727322,"","","","",""
"1875",1874,210226340,"2VDsDEKCdNm7c7Ve43Z9gw","Clare Dunn","No Reservations",7,2021-02-12,973,16,2021,13,6,0.09108958608,"","","","",""
"1876",1875,68522475,"3KpXJFls6MeNgtt8uyBfmf","Bill Baxter","Bienvenue à Paris",1,1987-01-01,1,24,1987,9,0,0.09110673176,"","","","",""
"1877",1876,91415965,"5Bzk5DHnQ5BtI0LnSaiHhB","Official Secrets Act","Victoria - Live",6,2009-05-04,2,22,2009,11,1,0.09112385234,"","","","",""
"1878",1877,97896936,"2mPL4g4v9DS55zi6QctLbP","Teresa Brewer","Baby Baby Baby - Original Mix",3,2014-07-24,271,3,2014,12,6,0.09114084525,"","","","",""
"1879",1878,19663042,"5WYp4rSdvV9DuiswVnxheS","Nation of Ulysses","Today I Met the Girl I'm Going to Marry",6,1991-01-01,20,8,1991,10,5,0.09115774513,"","","","",""
"1880",1879,181394546,"5nqnhoPw63ECLG3DJKJD8i","Os Catalepticos","One More Tattoo",6,2019-08-19,5,2,2019,12,3,0.0911748611,"","","","",""
"1881",1880,64474546,"4TWlhLMKfoIXqJOYxwKhdf","Sleepy LaBeef","Stay All Night, Stay a Little Longer",1,1977-01-01,8,15,1977,8,4,0.0911917753,"","","","",""
"1882",1881,97622681,"34W7ZCX0LZeJd8q6boKGOk","Ben Webster","In a Mellow Tone",6,1959-01-01,352,10,1959,6,6,0.09120854109,"","","","",""
"1883",1882,46059084,"0xUn2l2sSYJ6LrNzfevWO9","Zero One","I Like That",7,2009-09-28,3,20,2009,11,2,0.09122516006,"","","","",""
"1884",1883,60637828,"2EKVi1KvoREO6n1PRUTti3","The Chad Mitchell Trio","Moscow Nights (Live)",0,2019-01-06,2,6,2019,12,1,0.09124198067,"","","","",""
"1885",1884,18522128,"2tHIsowfInSrlyGfsOKwvE","Irwin Goodman","Tule Petterin Pimeään Peliluolaan",5,1984-01-01,1,11,1984,9,0,0.09125873201,"","","","",""
"1886",1885,195476148,"5ZvwJikDgdP1PFU4PkAPVG","Bleed From Within","Ascend",6,2020-05-29,20,4,2020,13,5,0.09127557085,"","","","",""
"1887",1886,13123525,"1QwkgaYafyhVhT9edm9F59","The Strings Of Paris","Tea for Two",6,1990-01-01,6,1,1990,10,3,0.09129266414,"","","","",""
"1888",1887,212014978,"6uSKeCyQEhvPC2NODgiqFE","The Wailers","Rocking Steady",1,1965-01-01,2502,19,1965,7,6,0.09130954499,"","","","",""
"1889",1888,5026093,"2cyaobEho8uxhqLxwG7j6i","Head Automatica","Beating Heart Baby (Mr. Mig Remix)",3,2005-10-04,670,22,2005,11,6,0.09132658632,"","","","",""
"1890",1889,127581383,"2uhs3nCegLYEslxiqKtUo6","God Street Wine","Thirsty (Live at Tri Studios) [Live]",6,2018-06-15,10,9,2018,12,4,0.09134346277,"","","","",""
"1891",1890,36299219,"2uoy4Mn1i1q02KrUyMPcPo","Sifar","Tarse",0,2013-01-01,3,0,2013,12,2,0.09136042169,"","","","",""
"1892",1891,206430439,"4d6JHmLTfdVf6pJcqeJLZa","Smoot","Back 2 Business",5,2002-07-24,1,14,2002,11,0,0.09137742312,"","","","",""
"1893",1892,45955261,"3ghDyCR4DJVjwfcjNHUD27","Johnny Jenkins","Down Along the Cove",7,1974-01-01,37,18,1974,8,5,0.09139427644,"","","","",""
"1894",1893,195227041,"3ZvSA3MnbawstRQEfvh5lN","Unkle Funkle","I'm Living My Life This Way",6,2020-04-10,2,5,2020,13,1,0.09141121493,"","","","",""
